UniRef50_Q96AZ6	A0A024RC76; K7CFV6; Q96AZ6; G3R4B5
UniRef50_L0R5C2	L0R5C2
UniRef50_B4E149	B4E149
UniRef50_H3BUW8	H3BUW8
UniRef50_A0A087X0X7	A0A087X0X7
UniRef50_Q8IVS8-5	C9J3N5
UniRef50_F7ID93	H9FMF5; E7EWQ4; H9FCJ0; I7GCD0; B3KR69; UPI0004F40327; UPI0005F36E7F; UPI0005F36176
UniRef50_Q8VE91-1	
UniRef50_Q9P0M6	UPI00064298A3; H2Q209; L5M283; S9X5L8; G3QT16; Q9P0M6; A0A024QZP6; L8I4H3; W5P731; H2NAP0
UniRef50_Q7KZJ2	Q7KZJ2
UniRef50_Q9NQG6	UPI00062A5A4A; Q52MA5; H9HA38; Q9H0J7; Q9NQG6; B0QY94; A0A024R1L3; B0QY95
UniRef50_P0DI81	S9WBM2; F7BY58; P0DI81; H2REE0; P0DI82; G1RJ76; UPI000273E2BE; Q6IBE5; A0A0D9RRH6; UPI00053323D7; I7G790; E5RFG0
UniRef50_Q10469	B4DDK9; Q10469
UniRef50_H3BQ16	H3BQ16; H3BMN8
UniRef50_Q9NXZ1	Q9NXZ1
UniRef50_Q8N8N0	Q8N8N0; H2NWG7; H2QEM2; G3QXM6; K7EMG3
UniRef50_P19633	P31415
UniRef50_Q9H5T5	Q9H5T5
UniRef50_O15381	O15381-2; O15381-4; E7EWK7; B4DLM8; UPI000387DBAB; Q96PA2; UPI0005CFFFA3; O15381-5; O15381-3; UPI0005D02023; O15381
UniRef50_B4E2D7	B4E2D7
UniRef50_Q4SMB1	K7ER16
UniRef50_F7GX44	A0A0A0MTJ1; Q14318-3
UniRef50_Q86UB2	G1R8N8; Q86UB2
UniRef50_A0A0S2Z5I3	
UniRef50_F1NLW8	Q29RX4; UPI00015E0B56
UniRef50_A4Q9F0-2	I6L9D0; A0A087X234
UniRef50_F1MB13	Q6ZNR7
UniRef50_H0Y7K4	H0Y7K4
UniRef50_H7C3W2	H7C3W2
UniRef50_O75953	G3QDR7; F7HQB6; UPI0002C4596D; H0YFL9; H0Y4S1; L5KE42; F7HQC0; O75953; Q5T657; UPI0005B7A760
UniRef50_Q13445	UPI0002C44A75; H9F9X5; H2QFC5; K7EQ63; G3QT41; K7EIN4; Q13445
UniRef50_H0YCL8	H0YCL8
UniRef50_C6GLX9	C6GLX9
UniRef50_L0R538	L0R538
UniRef50_Q8WYR6	Q8WYR6
UniRef50_H0YLE5	H0YLE5
UniRef50_O54880	I3L2N0; I3NI49; I3L2W0; I3L308; I3L1Q0; I3L349; UPI0005D01971; Q9UNE2; I3L2X0; UPI0004F0A64F; I3L3M9
UniRef50_P58215	Q53TY1; Q8N505; C9J5M1; UPI0004F0C1FA; P58215-2; P58215
UniRef50_G3V5F3	G3V5F3; H0YJS6
UniRef50_F8WC94	F8WC94
UniRef50_P51943	P78396; B2RAM9; P78396-3; Q9UNG8; F6KX25; G2HFV8
UniRef50_Q14DK4	D3DXG7; UPI000290AF2D; C9JYV5; Q6NUI2; D3DXG8
UniRef50_A2ABE9	A2ABE9; A0A0G2JIC1
UniRef50_F7D7X9	B3KSV4
UniRef50_Q14330	Q14330; Q5JUH9; G2HGP0; H9NIM1
UniRef50_G1QC87	B4DVE4
UniRef50_Q8N210	Q8N210
UniRef50_L8ECJ9	L8ECJ9
UniRef50_I3L435	J3QKV6; J3KSN2; I3L126; UPI0003ABA1FD; UPI0001AE6677; F6WR06; I3L435; B4DN64
UniRef50_A6NEC2	A6NEC2-2; A6NEC2
UniRef50_Q9H0K1	Q9H0K1; A0A024R3G7; G3RWJ5
UniRef50_P58499	P58499; A8MTF8
UniRef50_F1Q1X9	Q0QF12; UPI0005D02353
UniRef50_Q9C0K1	G3QK74; Q9C0K1; H9FLR4; G1RST6; UPI000226B836; H2R2F5; A0A024RDG0
UniRef50_Q14296	Q53FZ9; A0A090N8Z7; UPI000020F309; Q14296
UniRef50_Q99PL5-5	Q32NB1
UniRef50_B3KM75	B3KM75
UniRef50_O54992-3	R4GN33
UniRef50_F6Q4Q9	Q9NWM1
UniRef50_Q6NWY9	Q6NWY9-3; F8VU11; UPI0003EAF5B4; UPI0004F04871; Q6NWY9
UniRef50_Q9BQ69	Q9BQ69
UniRef50_C9IZ57	C9IZ57
UniRef50_H0YIU0	H0YIU0
UniRef50_F8W6F7	F8W6F7; Q6MZI8
UniRef50_E9PIE4	E9PIE4; UPI0005D034C0
UniRef50_H0Y8I3	H0Y8I3
UniRef50_P01215	P01215; Q6I9S8; A0A0D9SFJ6
UniRef50_Q64507	A0A0G2JMZ9; A8MUN0; A0A0G2JS28
UniRef50_Q9R0I7	F8VU51
UniRef50_D6CJC5	D6CJC7; D6CJC6; D6CJC8; D6CJC5
UniRef50_Q9BRT9	Q9BRT9; E5RFF9
UniRef50_Q9BY42	Q9BY42; UPI0000456FB4; B2RB99; B4DXL5; A2A2L5; A0A0A0MQR2
UniRef50_L8E8S0	L8E8S0
UniRef50_Q9Y2A4	UPI000059D683; UPI0000E0434C; H9FHX7; Q8N8Z8; B4DUB6; K7EN93; H9FHG4; UPI0005F3DA0C; P16415; H9FHI1; C9J2N8; Q9Y2A4; F8WDY2; B4DS18; B3KMY9; Q8N8Z8-2
UniRef50_Q9ULZ1	Q9ULZ1
UniRef50_Q8TBY8	B2RCA2; F5GYR2; Q8TBY8; F5GXW3; F5H4F8; UPI0005D01D58; F5H0H9; G3V1Q7
UniRef50_P18577-4	E7EQ47; G8YY14
UniRef50_Q8NDN9	Q9NVI3; B3KR20; H2Q7K5; K7BZ40; W6FIJ6; Q8NDN9; UPI0005AC6ED1; H9FBF2
UniRef50_M3W588	B4DSQ8
UniRef50_Q96LE4	Q96LE4; Q96DJ7; Q96DJ6; Q96LE3
UniRef50_F1PA89	
UniRef50_G1RS21	B4DRX8; B4DHA6
UniRef50_Q6AZY7	Q6AZY7
UniRef50_F1RWP7	UPI000387D8CF; K7EMM1
UniRef50_I3L1G1	I3L1G1
UniRef50_E9PIT0	E9PIT0
UniRef50_P0C6A0	B5MCP8; P0C6A0
UniRef50_O75030	X2BZP9; F2YLA4; UPI0004BDD45C; G9KAQ3; Q8IUH6; X2BZK6; X2BZM6; A3RI28; X2BZK9; A1E097; A0A0A7NWS7; B4XR12; G9CTV0; I4EC02; F6UXU7; B8YQ02; UPI0005FBC9F1; A8K5K3; UPI0003EB06AD; O75030-5; Q06AK4; C9JBI8; B4DNC7; W6RRJ6; C9K0S7; O75030; Q8WYR3
UniRef50_A0A024RE11	A0A024RE11
UniRef50_H0YM18	H0YM18
UniRef50_K7G8W3	
UniRef50_K7EMR0	K7EMR0
UniRef50_L8EAD3	L8EAD3
UniRef50_Q9NPH0	A0A087WW36; Q9NPH0; X5D289
UniRef50_E9Q3H4	
UniRef50_Q8K4J2-5	B4E172
UniRef50_G3R9R7	
UniRef50_P55327-5	P55327-6; E5RK35
UniRef50_Q8N3L3	Q5HYH7; H0UI60; B2RBM1; Q5HYK6; Q8N3L3
UniRef50_Q13017	G1TTL2; A0A0A0MSK6; Q13017-4; UPI00029DB13B; Q13017; H2R9D6; G3V360; G3V444; G3V5I7
UniRef50_Q6ICB4	UPI00051220DA; B1AHR3; UPI0004F078A3; UPI0004F046D8; Q6ICB4
UniRef50_Q9NPI6-2	
UniRef50_UPI0005D03EA2	
UniRef50_I3LA45	H7C0V0
UniRef50_Q12887	G2HF51; Q12887; H2QCB0; B4DFR1
UniRef50_B0FWZ3	UPI0000154AF1; B0FWZ3; E3SFN0
UniRef50_Q9JK24	G2HGB5; Q969Q6; A0A0C4DGK2; Q969Q6-2
UniRef50_K7ENB9	K7ENB9; K7EID7
UniRef50_Q8R4P5	Q8TDI8
UniRef50_H3BMR4	H3BMR4
UniRef50_Q8N4H0	Q8N4H0
UniRef50_P38919	K6ZVD0; G1S090; A0A096NTB2; G3RAX3; A0A024R8W0; H2NUY8; P38919; F7AD80
UniRef50_P61978	Q5EC54; B2M1R6; P61979-2; F7BUQ2; K7DP62; G1LB91; P61978-2; F6WZ20; Q4R4M6; F7GQ84; K9IL20; G1P5R3; G3WXL3; Q5R5H8; F6Q4Q1; K7C562; B4DUQ1; P61980; A0A096P1W1; P61979; Q5FWJ5; A0A024R228; Q5T6W2; B4DFF1; F7IK44; F7E0X6; H0WWD7; B3KU16; Q6IBN1; G5ARM9; F7H3M0; G3RHK3; P61978-3; U3CKT0; M3XSI8; K9IKG5; P61979-3; P61978; Q5D059; F6VJH6
UniRef50_H0YF53	H0YF53; J3QL80; B4DNX2
UniRef50_M7BWX2	Q5U3C1
UniRef50_Q5T7W7	UPI000013D056; Q5T7W7
UniRef50_B4DG98	B4DG98
UniRef50_O96001	A0A090N8N7; O96001; H2QUE2; B2R7H9
UniRef50_Q8IXQ8-2	
UniRef50_Q8TDS5	Q8TDS5
UniRef50_O75628	O75628
UniRef50_O43657	A0A087WZU5; H2QYV9; B3KQJ7; UPI0004F073E8; O43657; A0A024RCI0; Q59ED5; B4DUZ1
UniRef50_P41133	A0A024RAC4; Q02535; M3YWR1; H2PYA7; G3QZD1; F7IIH1; G1TSC9; A0A0A0MPC7; Q712G9
UniRef50_Q9NVR7	Q9NVR7; C9J4M0
UniRef50_Q9BXJ9-4	Q8N352
UniRef50_Q9Y6H5-2	Q9NVG1
UniRef50_J3QQJ4	J3QQJ4
UniRef50_Q99832-4	B7Z7I4; B7Z1C9
UniRef50_S7MRQ7	
UniRef50_Q8NEV4	UPI0005D03659; UPI0005D0290E; Q8NEV4
UniRef50_D6RAP5	D6RAP5
UniRef50_C3UMV4	C3UMV4
UniRef50_A0A0R4IM63	Q9NWA2
UniRef50_C9J391	C9J391
UniRef50_Q8N8E1	Q8N8E1
UniRef50_C9J9Y9	C9J9Y9
UniRef50_H0YED9	H0YED9
UniRef50_V9HW19	Q9H387; V9HW19; Q9P195
UniRef50_P23368	P23368
UniRef50_C9IYJ1	C9IYJ1
UniRef50_E7EST3	Q8N5M4-2; E7EST3
UniRef50_I3M893	
UniRef50_Q9NZA4	Q9NZA4
UniRef50_Q5RCB7	B7Z287
UniRef50_Q9JJG9	B3KY51; Q8NC60
UniRef50_K7EKM4	K7EKM4
UniRef50_O95396	O95396
UniRef50_Q6TCH7-2	F8W784
UniRef50_H3BTR0	H3BTR0
UniRef50_P06729	P06729; Q53F96
UniRef50_E9Q7M2	O75157-2; B4DMB2; B4DN36
UniRef50_A2VCM5	A2VCM5
UniRef50_Q96GE4	UPI000387C58A; Q5JPF7; Q96GE4; A8K3H2; K7ENV0; UPI000387C6F8; Q96GE4-2; A0A0A0MTQ1; H0YJW6
UniRef50_Q8IVL8	Q8IVL8
UniRef50_Q5BN37	UPI0003C91364; UPI0004BD4F83; Q8TDF2
UniRef50_P22460	P22460; P22460-2
UniRef50_E7ENW7	E7ENW7; E7EN51
UniRef50_Q32Q70	Q32Q70
UniRef50_Q96JA9	Q96JA9
UniRef50_Q9H357	Q9H357
UniRef50_Q6PGA0-2	
UniRef50_Q8IYE1	Q8IYE1; UPI0005D023E1
UniRef50_Q6UX39	F1T0L8; Q6UX39
UniRef50_A9P3T2	Q0E5G7; Q4FE20; G4XIC4; G4XIC6; Q99673; H8WR07; W6AWL4; Q70E17; A9P3T2; Q2YHU9; W6AWL8; A9P3T1; L7SYG8; G4XIC5; A0A0D4CZD8
UniRef50_L0R5G8	L0R5G8
UniRef50_Q59F40	Q59F40
UniRef50_H3BSN6	H3BSN6; H3BRC9
UniRef50_Q86SQ7	A0A0G2JR50; B4DRD9; UPI0003EB02CA; Q86SQ7
UniRef50_H0Y2Q1	Q96B39; H0Y2Q1
UniRef50_Q8BIE8	Q8TD26-3; H0YJG4; C9JFU2; B4DLD8
UniRef50_V5I5J1	
UniRef50_A0A087WRI5	A0A087WY94
UniRef50_UPI000387D634	
UniRef50_H0Y1A4	H3BM68; B4DPW3
UniRef50_P26358	Q59FP7; I6L9H2; K7EKC3; B3KVA0; UPI00029DB943; P26358-2; UPI000511E8F9; K7ERQ1; P26358; P26358-3; K7ELB1; A0A024R7E3; K7ENQ6; UPI0002065350; UPI000165C131
UniRef50_Q6P1L6	A0A0A0MSR0; Q6P1L6; Q6P1L6-2
UniRef50_Q36731	Q36731
UniRef50_UPI0005D03BAF	
UniRef50_M3XFK4	B3KP51
UniRef50_Q5H9B9	Q5H9B9
UniRef50_H0Y9B1	H0Y9B1
UniRef50_H0X8X1	Q5VY30
UniRef50_B0R0W9	
UniRef50_P14653-2	Q4VB01
UniRef50_A0A087WXS3	A0A087WXS3
UniRef50_Q5XJV6	A0A0A0MQW5; Q96Q04
UniRef50_P62495	U3FM72; Q5U2Q7; L5JUS2; T1E4T3; M1ESE3; K9IJW5; P62497; F2Z505; F7CTK0; M3WU44; H2PGP3; U3FBV5; J3S4U3; P62495; G3TH63; P62496; M3YD56; I3NEJ2; Q0VCX5; F7FU88; H2QRK7; H0UYD7; Q8BWY3; E2RBM3; UPI0003C83B5C; A0A0B8RQS0; E1BTM1
UniRef50_Q14207	Q14207; B9EG70; UPI0003F0CE1A; Q7KYL7
UniRef50_Q14695	Q14695
UniRef50_A0A0S2Z3G1	
UniRef50_F8WE83	F8WE83
UniRef50_Q08AF3-2	B4E128
UniRef50_P28329	Q6LDF3; Q6LEN6; Q6LEN5; Q6LBL1; UPI0000127A88; UPI0001D5FBF1; P28329; D3DX95; P28329-3; B4DJJ6
UniRef50_A0A0A1EPM9	A0A0A1EPM9
UniRef50_G3MXJ9	Q9NSG9
UniRef50_L0R6B8	L0R6B8
UniRef50_P32301	P43220; A0A024RCW9
UniRef50_Q13287	Q13287; A8K683; Q8WTW2
UniRef50_Q8C790	A0A024RA57; A4D161-2
UniRef50_UPI0005D004B8	
UniRef50_G3SSA9	C9J6L6; A7MAY2
UniRef50_F8WC43	F8WC43; F2Z3G8
UniRef50_H3A8I3	
UniRef50_Q9BZJ8	Q59GL3; H2N6I0; Q9BZJ8; H2PZK8; G4XH66
UniRef50_Q16ZD9	
UniRef50_A8MT25	K7EKV6; A8MT25
UniRef50_A0A087WXZ5	A0A087WXZ5
UniRef50_O96024	B3KQP5; H2R7E7; Q5STJ7; O96024
UniRef50_W5PLK3	
UniRef50_H0YC28	H0YC28
UniRef50_K7ELX4	K7ELX4
UniRef50_Q16129	Q16129
UniRef50_Q9NUI1	Q9NUI1; Q9NUI1-3; Q9H3W9; Q4VXZ8
UniRef50_G3V4U6	G3V4U6
UniRef50_O43325	O43325; H2QAP9; A0A024R3C2
UniRef50_F8WBU4	F8WBU4
UniRef50_D6RG24	D6RG24
UniRef50_E9PK15	B7ZMD1; E9PK15
UniRef50_H2PPU0	Q9P1G9
UniRef50_Q96LP6-3	
UniRef50_P09912	P09912
UniRef50_Q8IXQ9	Q8IXQ9; F5H481
UniRef50_UPI0005CFFE1D	
UniRef50_L8I9U1	
UniRef50_Q86WA8	Q9BU35; UPI00027F6C49; Q86WA8
UniRef50_K7EIZ8	K7EIZ8
UniRef50_H9EM06	Q4ZG81; UPI000020971E
UniRef50_Q9HAC7-3	H0Y4N1; Q9HAC7-3; Q75MU8
UniRef50_Q6ZP78	Q6ZP78
UniRef50_H0YE23	H0YE23; Q6P2H9; A0A087X1D0
UniRef50_C9JZV1	C9JZV1
UniRef50_G3R1N2	K7EM39
UniRef50_P30153	B4DDF7; B3KQV6; F7H4K0; G3QUV4; H2QH17; A0A0D9S5A4; A8K7B7; F7H4J6; P30153; B4DE69; A8K3H8; F6Q1K8; F6RRV0; A0A0A0MWP4; Q4R4Y6
UniRef50_UPI0005D033C7	
UniRef50_H2V6U7	Q59GI1
UniRef50_X6R7N2	X6R7N2
UniRef50_G1QJK2	Q9NPM2; Q9UFZ4
UniRef50_A8MSG4	A8MSG4
UniRef50_L8E716	L8E716
UniRef50_Q6UXW9	Q6UXW9
UniRef50_F1SQL5	C9JZA9; H7C1M0; C9JPN7; UPI0005D02DF8
UniRef50_H7C196	H7C196
UniRef50_Q13572	G3V588; A0A024R6H3; Q8N3Y0; Q13572; G3V4M9
UniRef50_H0YHA5	H0YHA5
UniRef50_V9GYY2	V9GYY2
UniRef50_Q96N68	Q96N68
UniRef50_P56181-2	Q96DP0
UniRef50_A0A087WT16	A0A087WT16
UniRef50_L8E9B6	L8E9B6
UniRef50_Q4YJG8	V9H0T1
UniRef50_H0YE53	H0YE53
UniRef50_S4R3K1	S4R3K1
UniRef50_B4DNN8	B4DNN8
UniRef50_U3KQI1	U3KQI1
UniRef50_H2UIN4	A0A0G2JMV8; A6BM72-3; H3BR81
UniRef50_H7BZ76	H7BZ76
UniRef50_A3KPE3	A3KPE3
UniRef50_Q96E92	F7HR67; Q96E92; H2R5I9
UniRef50_P86496	P86478; P86481; P86480; UPI0005D00593; P86496; P86479
UniRef50_H3BSM8	H3BSM8
UniRef50_B4DK42	B4DK42
UniRef50_Q9H6S3	Q9H6S3-3; E9PN68; E9PLN2; Q9H6S3; Q9H6S3-2; E9PNT0; E9PLH1; E9PNY4
UniRef50_F8W1J2	F8W1J2
UniRef50_S4RYY7	J3QKU9
UniRef50_Q14C60	Q14C60
UniRef50_D3Z3H1	H0Y6M8
UniRef50_L8EC51	L8EC51
UniRef50_Q6NXY3	B4DG47
UniRef50_Q6V4S5	F8W6X9; Q58EX2; A0A087WTQ6; Q7Z5N4; Q58EX2-3; H7C2P2
UniRef50_C0KTF0	C0KTF0
UniRef50_H0YCH2	H0YCH2
UniRef50_UPI0005D016BC	
UniRef50_Q8TDF6	Q8TDF6; Q8TDF6-3; C0LTP6
UniRef50_Q96JE9	Q96JE9; Q96JE9-2; Q96JE9-3
UniRef50_F6T4D6	
UniRef50_G3UNM2	Q05BT0; F5GZG7
UniRef50_H3BNS5	H3BNS5
UniRef50_UPI0005CFF0E9	
UniRef50_Q03190	Q9UBA9
UniRef50_E1BKW9	
UniRef50_UPI0005D01CD7	
UniRef50_Q7KYZ0	Q7KYZ0
UniRef50_I3L405	I3L261; I3L4E0; I3L1D2; I3L405
UniRef50_G3V3T9	G3V3T9
UniRef50_Q6NY19	B0I1P5; Q6NY19
UniRef50_Q4V771	Q4V771
UniRef50_Q9NWS1	UPI0005D0166A; B4DZ31; Q9NWS1-5; Q9NWS1; A0A024RBG0; UPI0005D01E3C; Q9NWS1-2
UniRef50_Q9BWP8-2	
UniRef50_P61923	F8VYZ4; I0FQ09; F2Z5S7; F8VVA7; F8VXB1; D4A8T3; J9PAP6; P61924; A0A096P415; P61923; Q8R3M1; F6T427; P61923-4; F8VXR1; A0A024RB72; G3QZ23; F6QQQ5; Q53FU3; Q5R5F2; UPI00038C3B23; M3Y2X3; K9IG58; F8VYE0; Q542M2; K7B1Q7; F7I8Y2; M3WCS5; Q9P299; I7GPI2
UniRef50_H7BZP6	H7BZP6
UniRef50_Q8NHV1	G3RMN4; Q8NHV1; A0A090N8P8
UniRef50_O70348	A0A024RCQ0; O77932; UPI0003EAF39E; A0A024RCW8
UniRef50_F6YK48	Q7Z5Y5
UniRef50_Q8TCJ0-3	B4DYA3
UniRef50_D3WYZ3	D3WYZ3
UniRef50_Q99575	E5RK39; Q99575; Q96F88
UniRef50_Q5SWW7	Q5SWW7
UniRef50_F8WBL4	F8WBL4
UniRef50_A5XEI8	A5XEI7; A5XEI8; A5XEJ0
UniRef50_Q8IXT1	Q8IXT1; E9PLJ5; E9PN94; UPI00020AA662; E9PQP9; A8K8N4; UPI00062AAA67; B4DMA1
UniRef50_Q76I76	UPI00045DD5E7; J3KSQ9; K7EP00; F5H527; Q76I76; B4DK64; UPI00045E046A
UniRef50_P07911-3	B3KTU0
UniRef50_J3KTJ6	J3KTJ6
UniRef50_Q8NCQ2	Q8NCQ2
UniRef50_UPI0003EAF214	
UniRef50_Q1JUA4	B4DR06
UniRef50_G5E9A2	F8WE43; G5E9A2
UniRef50_P16452-3	B7Z4Q8; F5H563
UniRef50_Q8WY87	Q8WY87
UniRef50_O75529	UPI000040D703; O75529; H2Q1B2; G3RRZ6
UniRef50_J3QRJ9	J3QRJ9
UniRef50_A0A0S2Z4E8	
UniRef50_Q7RTN6-2	
UniRef50_Q8WY91	Q8WY91
UniRef50_A7KS92	A7KS92
UniRef50_Q6ZN54-2	H3BMT5
UniRef50_A0A0P0RRW2	A0A024D9S0
UniRef50_A0A087WZJ2	A0A087WVU4; A0A087WZJ2; A0A075B7F7
UniRef50_H7C1F1	H7C1F1
UniRef50_Q8NAM7	Q8NAM7
UniRef50_A0A075B7B9	A0A075B7B9
UniRef50_A0A091EBV0	H7C5I5
UniRef50_Q68CZ2	C9JWN9; C9JTD0; Q59GW4; UPI0005D03231; UPI0005D03140; E9PCX8; UPI000004EE05; Q68CZ2; C9JHU5; C9JUW5; UPI0000579E73
UniRef50_UPI0005D00FD3	
UniRef50_J3QNR4	I3L242
UniRef50_Q7ZUZ0	E9PGT6
UniRef50_M4AL72	Q86SN0
UniRef50_UPI0003EAE98E	
UniRef50_Q9H707	Q9H707; B7Z1H1
UniRef50_P03999	P60573; P60015; Q0PJU0; P03999
UniRef50_H3BPP1	H3BPP1
UniRef50_H0Y7R8	Q96C95; H0Y7R8
UniRef50_O43815	Q3B874; O43815
UniRef50_F7I4A2	B7Z8Z9
UniRef50_B5U9V4	B5U9V4
UniRef50_O60568	O60568; C9JIX5; B3KQQ3
UniRef50_H0Y6A7	H0Y6A7
UniRef50_Q7Z4G2	Q7Z4G2
UniRef50_Q8IUI4	Q8IUI4
UniRef50_W5KES4	
UniRef50_H3B3P3	
UniRef50_P16157	B3KX39; UPI0005D0212D; Q9UMG4; P16157; UPI00064335A6
UniRef50_F8WAR9	B4DRI3; F8WAR9
UniRef50_U3KQN3	U3KQN3
UniRef50_J3QL35	J3QL35
UniRef50_Q04771	Q53SV1; Q53SF4; G3QKB3; G1QJA7; I3M4Q3; UPI0002746D41; C9JHJ7; Q04771; F5GY91; E9M2M1; C9J1R3; K9IW76; G1M6Y2; Q8WNY4; D3DPA4; H2P7L3; C9JW28; A0A0B5HR54; M3W8V8
UniRef50_P50851	P50851; UPI00062AAB0A; E9PEM5; Q7KZN3; G9K8I9
UniRef50_I3L3M7	I3L3M7
UniRef50_C9JUX2	UPI00046B3B27; C9JUX2
UniRef50_Q70AK8	Q70AK8
UniRef50_Q5TBC7-2	Q68DJ4
UniRef50_H0YH18	H0YH18
UniRef50_Q96G28	Q96G28
UniRef50_P33897	P33897
UniRef50_B8ZZ81	B8ZZ81
UniRef50_P31749	B4DG79; P31751; C9JIJ1; B3KP61; D3Z490; G1S2V0; M0QZK3; A0A087WY56; C9JIF6; B0LPE5; C9J258; J3QLS6; B3KVH4; A0A0D9QUT3; J3KSY8; K7AGW5; D3Z0M3; K7BG24; UPI0005D034B6; UPI0003AB7088; G3RB32; P31749-2; J3KRI8; G7PXL4; C9JHS6; D3YZJ5; E7EVP8; C9JC83; A8MX96; P31749
UniRef50_L0R5C3	L0R5C3
UniRef50_H7C4E6	H7C4E6
UniRef50_UPI0005CFF091	
UniRef50_L9KTE8	B0QYM5; L9KTE8; H9F164
UniRef50_H7BZR5	H7BZR5
UniRef50_M0R0S1	M0R0S1
UniRef50_F8W148	F8W148
UniRef50_A3VH65	Q31629
UniRef50_Q14956	B4DZS5; A8K7R3; Q14956-2; B2R5R1; B4E3D4; Q14956; A0A024RA55
UniRef50_L8EAS0	L8EAS0
UniRef50_Q7Z4F9	Q7Z4F9
UniRef50_W5PWC0	Q6P2C7
UniRef50_A6NDD5	A6NDD5; G3V402
UniRef50_E5RJ03	E5RJ03
UniRef50_H3BLW0	H3BLW0
UniRef50_Q15014	Q5JXX1; A0A087WQB0; H9F223; B3KX14; B3KWX6; G3SJN9; A0A096MYC8; UPI0002743E14; H9FP40; B3KTM8; Q5R905; H9G294; K7CKI7; A5A6J5; Q53EY5; K9KEZ7; A5D8W6; H0YLJ3; Q5JXX2; Q15014; B4DXQ8; Q5JXX6
UniRef50_K7ER03	K7ER03
UniRef50_H7BZF5	H7BZF5; H7C2Y3
UniRef50_H2NCU2	A0A024R595
UniRef50_H0YFK3	H0YFK3
UniRef50_A1Z5I6	A1Z5I6; B4DQD0
UniRef50_H0YGH0	H0YGH0
UniRef50_Q9H8X3	Q9H8X3
UniRef50_E2R8C5	
UniRef50_O35136	B7Z5K2; O15394; D3DSC5; UPI000387DD7F; H9KV31
UniRef50_H2P0E5	Q6ZTH0
UniRef50_Q9P0K7	D6RB25; D6RE17; D6R9G4; B3KMZ9; D6RB27; D6R9G6; Q9P0K7-2; D6REL2; Q9P0K7; D6RBY4; D6RF74
UniRef50_F1Q545	
UniRef50_P01831	E9PIM6; P04216; G3R7D4; J3QRJ3; B0YJA4; H2Q4Y7
UniRef50_P09496-2	F8WF69
UniRef50_Q8NH59	B9EIL6; Q8NH59; Q9H345
UniRef50_Q9P193	Q9P193
UniRef50_L8EAE0	L8EAE0
UniRef50_I3LZG0	E9PNV6
UniRef50_A0A0A0MSN5	Q9H2I9; A0A0A0MSN5
UniRef50_O60290	C9JB70; UPI000387CBBB; O60290; UPI0005CFFE89
UniRef50_D6RAQ7	D6RAQ7
UniRef50_Q53TL4	Q53TL4; Q9UI83
UniRef50_Q14141	Q8NFI2; UPI0002ADB039; Q6B514; B4E049; Q14141; Q8NFH9; Q8NFI0; F6TJ67; B4DZW0
UniRef50_H0Y310	H0Y310
UniRef50_H0YAJ2	H0YAJ2
UniRef50_H7BZW6	H7BZW6
UniRef50_Q6I8V5	Q6I8V5
UniRef50_Q9BXW3	Q9BXW3; G3QLT9
UniRef50_P61009	Q6ZWQ7; F7HHH3; A0A096MLE2; Q3SZU5; K7A146; H9ENW2; P61008; U6CP71; F2Z5C8; UPI00001F5E3E; G9KQU8; H0WNJ5; A0A0D9S278; U3KPB2; G3T551; P61009; G3RWD3
UniRef50_Q8BKT3	UPI0005CFF5AC; C9JII4
UniRef50_F8VVG2	F8VVG2
UniRef50_Q9JKL8	Q9H2P0; E9PQK8; UPI0003EAE617; Q6DHZ8; UPI000329315C; B2RBM8
UniRef50_O75150	C9J0A5; H9ZBB4; Q5VTR2; H3BUL6; C9JXC9; H3BS50; A8K6K1; A0A0D9RFP4; H3BQ99; G7PRT3; UPI0005D03F60; A0A087WTK2; F6VU61; O75150; C9JWJ4; A0A024QZG0; B4E313; I3L332; UPI0003ABBF2E; A0A096P101; H2QXL9; G1S5M8; H9F1N5; R4GN66
UniRef50_Q8N392	Q8N392-2; Q8N392; A9UK01
UniRef50_Q7Z403-3	
UniRef50_P41887	B4DU71
UniRef50_H7C1V6	H7C1V6
UniRef50_P21704	H3BPU8
UniRef50_H0YJU4	H0YJU4
UniRef50_O00471	H2R434; F1NF87; UPI000387CFFE; G3V4Z7; Q658M3; UPI0005225A98; A0A0A0MSI8; B4DHG4; Q8IW24; O00471
UniRef50_Q5MNZ9	B3KMZ0; UPI00033270AE; Q5MNZ9; A0A024R8L5; G2HI03; H2QDR0; A0A024R823; Q9Y4P8; G3QG38; G5EA37
UniRef50_A1L168	A1L168
UniRef50_W5L0P3	
UniRef50_Q9P2G3	Q9P2G3; UPI0005CFFF4F
UniRef50_F1RVA6	Q86VC1
UniRef50_B4DN10	B4DN10
UniRef50_Q1XH17	Q6ZMU5; Q6ZMU5-2; H2QB00; UPI00029DC3CB; G3S941
UniRef50_H0Y9J6	H0Y9J6
UniRef50_Q1JPE6	A0A087WZA0
UniRef50_B4E3H9	B4E3H9; P22749-2
UniRef50_Q2WGJ9	UPI0005D01EE4; Q2WGJ9; UPI0005D03443
UniRef50_Q8WYG7	Q8WYG7
UniRef50_O75223	G3S7X5; O75223; A0A090N7V5; H2QUD2; M0QZK8
UniRef50_D6W5I1	D6W5I1
UniRef50_K7EQ77	K7EQ77; K7EK78
UniRef50_F8WEY4	F8WEY4
